Date,Day,Petrol Price,Diesel Price,Dollar Value,Oil Barrel,Barrel Cost,Moving Avg
27-Jan-18,Saturday,75.42,67.23,63.6022,66.28,4215.553816,4189.749248
28-Jan-18,Sunday,75.47,67.34,63.5938,66.42,4223.900196,4202.748371
29-Jan-18,Monday,75.55,67.42,63.6797,65.56,4174.841132,4205.236163
30-Jan-18,Tuesday,75.63,67.5,63.7809,64.5,4113.86805,4182.040799
31-Jan-18,Wednesday,75.63,67.5,63.6748,64.73,4121.669804,4158.569796
01-Feb-18,Thursday,75.77,67.62,63.8983,65.8,4204.50814,4153.721782
02-Feb-18,Friday,75.82,67.62,64.2115,65.45,4202.642675,4160.672167
03-Feb-18,Saturday,75.81,67.57,64.1779,65.35,4194.025765,4180.711596
04-Feb-18,Sunday,75.88,67.57,64.1414,65.25,4185.22635,4196.600733
05-Feb-18,Monday,76.04,67.65,64.3249,64.15,4126.442335,4177.084281
06-Feb-18,Tuesday,76.12,67.73,64.2107,63.39,4070.316273,4144.002681
07-Feb-18,Wednesday,76.12,67.73,64.2079,61.79,3967.406141,4087.347775
08-Feb-18,Thursday,76.11,67.66,64.4484,61.15,3941.01966,4026.296102
09-Feb-18,Friday,76.08,67.62,64.2211,59.2,3801.88912,3945.157799
10-Feb-18,Saturday,76.06,67.55,64.2214,59.23,3803.833522,3878.537111
11-Feb-18,Sunday,75.95,67.39,64.2527,59.26,3807.615002,3838.589326
12-Feb-18,Monday,75.73,67.09,64.289,59.29,3811.69481,3806.258114
13-Feb-18,Tuesday,75.65,66.96,64.264,59.19,3803.78616,3806.732374
14-Feb-18,Wednesday,75.65,66.96,64.0357,60.6,3880.56342,3825.914848
15-Feb-18,Thursday,75.49,66.77,63.9017,61.34,3919.730278,3853.943667
16-Feb-18,Friday,75.21,66.45,64.3872,61.68,3971.402496,3893.870589
17-Feb-18,Saturday,74.91,66.17,64.39,61.7,3972.863,3936.139799
18-Feb-18,Sunday,74.74,65.96,64.39,61.72,3974.1508,3959.536644
19-Feb-18,Monday,74.58,65.83,64.5157,62.38,4024.489366,3985.726416
20-Feb-18,Tuesday,74.38,65.67,64.8749,61.9,4015.75631,3996.814869
21-Feb-18,Wednesday,74.37,65.68,64.9029,61.68,4003.210872,4004.401837
22-Feb-18,Thursday,74.35,65.67,64.9635,62.77,4077.758895,4030.303861
23-Feb-18,Friday,74.25,65.58,64.9,63.55,4124.395,4055.280269
24-Feb-18,Saturday,74.16,65.51,64.8976,63.67,4132.030192,4084.34874
25-Feb-18,Sunday,74.14,65.49,64.7647,63.79,4131.340213,4116.381075
26-Feb-18,Monday,74.17,65.54,64.788,63.91,4140.60108,4132.091621
27-Feb-18,Tuesday,74.15,65.52,64.9217,63.01,4090.716317,4123.671951
28-Feb-18,Wednesday,74.15,65.52,65.2619,61.64,4022.743516,4096.350282
01-Mar-18,Thursday,74.21,65.63,65.1559,60.99,3973.858341,4056.979814
02-Mar-18,Friday,74.4,65.87,65.1967,61.25,3993.297875,4020.154012
03-Mar-18,Saturday,74.66,66.1,65.1953,61.36,4000.383608,3997.570835
04-Mar-18,Sunday,74.94,66.3,65.1967,61.46,4006.989182,3993.632252
05-Mar-18,Monday,75,66.31,65.0162,62.57,4068.063634,4017.183575
06-Mar-18,Tuesday,75.07,66.39,64.8423,62.6,4059.12798,4033.641101
07-Mar-18,Wednesday,75.07,66.39,64.8985,61.15,3968.543275,4025.681018
08-Mar-18,Thursday,75.07,66.33,65.0981,60.12,3913.697772,4002.358165
09-Mar-18,Friday,75.12,66.3,64.9499,62.04,4029.491796,3992.715206
10-Mar-18,Saturday,75.15,66.3,64.9499,62.15,4036.636285,3987.092282
11-Mar-18,Sunday,75.17,66.31,64.9727,62.25,4044.550575,4006.094107
12-Mar-18,Monday,75.14,66.29,64.9602,61.36,3985.957872,4024.159132
13-Mar-18,Tuesday,75.16,66.27,64.8445,60.71,3936.709595,4000.963582
14-Mar-18,Wednesday,75.16,66.27,64.8429,60.96,3952.823184,3980.010307
15-Mar-18,Thursday,75.14,66.29,65.0181,61.19,3978.457539,3963.487048
16-Mar-18,Friday,75.05,66.23,65.075,62.34,4056.7755,3981.191455
17-Mar-18,Saturday,74.95,66.15,65.075,62.25,4050.91875,4009.743743
18-Mar-18,Sunday,74.87,66.12,65.079,62.15,4044.65985,4032.70291
19-Mar-18,Monday,74.86,66.14,65.2205,62.06,4047.58423,4049.984583
20-Mar-18,Tuesday,74.87,66.21,65.2401,63.4,4136.22234,4069.846293
21-Mar-18,Wednesday,74.87,66.21,65.075,65.17,4240.93775,4117.351043
22-Mar-18,Thursday,74.94,66.3,65.1698,64.3,4190.41814,4153.790615
23-Mar-18,Friday,74.98,66.44,65.0137,65.88,4283.102556,4212.670197
24-Mar-18,Saturday,75.06,66.64,65.025,65.77,4276.69425,4247.788174
25-Mar-18,Sunday,75.24,66.89,65.0214,65.66,4269.305124,4254.880018
26-Mar-18,Monday,75.49,67.14,64.7068,65.55,4241.53074,4267.658168
27-Mar-18,Tuesday,75.61,67.25,64.9027,65.25,4234.901175,4255.607822
28-Mar-18,Wednesday,75.61,67.25,65.1553,64.38,4194.698214,4235.108813
29-Mar-18,Thursday,75.8,67.41,65.0346,64.94,4223.346924,4223.619263
30-Mar-18,Friday,76.04,67.65,65.0795,64.46,4195.02457,4211.992721
31-Mar-18,Saturday,76.29,67.93,65.0815,63.98,4163.91437,4194.24602
01-Apr-18,Sunday,76.48,68.12,65.1161,63.5,4134.87235,4179.289554
02-Apr-18,Monday,76.59,68.24,65.1342,63.01,4104.105942,4149.479308
03-Apr-18,Tuesday,76.72,68.38,64.915,63.51,4122.75165,4131.411078
04-Apr-18,Wednesday,76.72,68.38,65.0428,63.37,4121.762236,4120.873045
05-Apr-18,Thursday,76.75,68.41,64.891,63.54,4123.17414,4117.948492
06-Apr-18,Friday,76.75,68.44,64.9193,62.06,4028.891758,4099.144946
07-Apr-18,Saturday,76.77,68.48,64.9211,62.18,4036.793998,4077.655533
08-Apr-18,Sunday,76.8,68.53,64.9171,62.3,4044.33533,4058.298807
09-Apr-18,Monday,76.76,68.49,64.8755,63.42,4114.40421,4056.106324
10-Apr-18,Tuesday,76.75,68.53,64.9484,65.51,4254.769684,4112.575806
11-Apr-18,Wednesday,76.75,68.53,65.195,66.82,4356.3299,4192.459781
12-Apr-18,Thursday,76.71,68.49,65.2892,67.07,4378.946644,4276.11261
13-Apr-18,Friday,76.67,68.53,65.2061,67.39,4394.239079,4346.071327
14-Apr-18,Saturday,76.69,68.58,65.2061,67,4368.8087,4374.581081
15-Apr-18,Sunday,76.75,68.67,65.2062,66.61,4343.384982,4371.344851
16-Apr-18,Monday,76.79,68.76,65.4679,66.22,4335.284338,4360.429275
17-Apr-18,Tuesday,76.79,68.76,65.6812,66.52,4369.113424,4354.147861
18-Apr-18,Wednesday,76.79,68.76,65.7202,68.47,4499.862094,4386.91121
19-Apr-18,Thursday,76.84,68.86,66.1255,68.29,4515.710395,4429.992563
20-Apr-18,Friday,76.85,68.9,66.2084,68.38,4527.330392,4478.004076
21-Apr-18,Saturday,76.99,69.06,66.1991,68.47,4532.652377,4518.888815
22-Apr-18,Sunday,77.19,69.27,66.2062,68.55,4538.43501,4528.532044
23-Apr-18,Monday,77.29,69.37,66.5468,68.64,4567.772352,4541.547533
24-Apr-18,Tuesday,77.43,69.56,66.4159,67.7,4496.35643,4533.804042
25-Apr-18,Wednesday,77.43,69.56,66.92,68.05,4553.906,4539.117448
26-Apr-18,Thursday,77.43,69.56,66.91,68.19,4562.5929,4545.156921
27-Apr-18,Friday,77.43,69.56,66.5139,68.1,4529.59659,4535.61298
28-Apr-18,Saturday,77.43,69.56,66.5139,68.27,4540.903953,4546.749861
29-Apr-18,Sunday,77.43,69.56,66.5735,68.42,4554.95887,4547.013078
30-Apr-18,Monday,77.43,69.56,66.4627,68.57,4557.347339,4545.701688
01-May-18,Tuesday,77.43,69.56,66.7989,67.25,4492.226025,4536.359047
02-May-18,Wednesday,77.43,69.56,66.8117,67.93,4538.518781,4535.762754
03-May-18,Thursday,77.43,69.56,66.6701,68.43,4562.234943,4537.581772
04-May-18,Friday,77.43,69.56,66.8203,69.72,4658.711316,4562.922766
05-May-18,Saturday,77.43,69.56,66.8208,70.05,4680.79704,4610.06552
06-May-18,Sunday,77.43,69.56,66.8201,70.39,4703.466839,4651.302535
07-May-18,Monday,77.43,69.56,67.1331,70.73,4748.324163,4697.82484
08-May-18,Tuesday,77.43,69.56,67.1701,69.06,4638.767106,4692.838787
09-May-18,Wednesday,77.43,69.56,67.3492,71.14,4791.222088,4720.445049
10-May-18,Thursday,77.43,69.56,67.105,71.36,4788.6128,4741.731539
11-May-18,Friday,77.43,69.56,67.3934,70.7,4764.71338,4745.828844
12-May-18,Saturday,77.43,69.56,67.3916,70.79,4770.651364,4778.799908
13-May-18,Sunday,77.43,69.56,67.3759,70.86,4774.256274,4774.558455
14-May-18,Monday,77.61,69.79,67.6873,70.96,4803.090808,4778.177957
15-May-18,Tuesday,77.77,70.02,68.478,71.31,4883.16618,4807.791157
16-May-18,Wednesday,77.93,70.25,67.7369,71.49,4842.510981,4825.756061
17-May-18,Thursday,78.16,70.49,67.804,71.49,4847.30796,4844.018982
18-May-18,Friday,78.46,70.8,67.9846,71.28,4845.942288,4854.731852
19-May-18,Saturday,78.78,71.04,67.9823,71.26,4844.418698,4845.044982
20-May-18,Sunday,79.13,71.32,67.9764,71.25,4843.3185,4845.246862
21-May-18,Monday,79.47,71.59,68.1155,72.24,4920.66372,4863.585802
22-May-18,Tuesday,79.79,71.87,68.0848,72.13,4910.956624,4879.839386
23-May-18,Wednesday,80.11,72.14,68.3212,71.84,4908.195008,4895.783463
24-May-18,Thursday,80.42,72.35,68.2677,70.71,4827.209067,4891.756105
25-May-18,Friday,80.8,72.58,67.7301,67.88,4597.519188,4810.969972
26-May-18,Saturday,80.95,72.74,67.7303,67.62,4579.922886,4728.211537
27-May-18,Sunday,81.11,72.91,67.7316,67.36,4562.400576,4641.762929
28-May-18,Monday,78.4104,73.03,67.411,67.05,4519.90755,4564.93755
29-May-18,Tuesday,78.4104,73.18,67.8349,66.73,4526.622877,4547.213472
30-May-18,Wednesday,78.4104,73.17,67.4406,68.21,4600.123326,4552.263582
31-May-18,Thursday,78.4104,73.12,67.4396,67.04,4521.150784,4541.951134
01-Jun-18,Friday,81.28,73.06,66.9347,65.81,4404.972607,4513.217399
02-Jun-18,Saturday,81.19,72.97,66.9996,65.46,4385.793816,4478.010133
03-Jun-18,Sunday,81.09,72.97,66.935,65.11,4358.13785,4417.513764
04-Jun-18,Monday,80.94,72.82,67.0702,64.75,4342.79545,4372.924931
05-Jun-18,Tuesday,80.8,72.72,67.0924,65.52,4395.894048,4370.655291
06-Jun-18,Wednesday,80.68,72.64,66.841,64.73,4326.61793,4355.86132
07-Jun-18,Thursday,80.59,72.56,67.4177,65.95,4446.197315,4377.876186
08-Jun-18,Friday,80.37,72.4,67.5141,65.74,4438.376934,4401.771557
09-Jun-18,Saturday,79.95,72.08,67.5133,65.86,4446.425938,4414.404529
10-Jun-18,Sunday,79.69,71.89,67.52,65.98,4454.9696,4446.492447
11-Jun-18,Monday,79.48,71.73,67.4939,66.1,4461.34679,4450.279816
12-Jun-18,Tuesday,79.33,71.62,67.5957,66.36,4485.650652,4462.098245
13-Jun-18,Wednesday,79.33,71.62,67.5264,66.64,4499.959296,4475.481585
14-Jun-18,Thursday,79.33,71.62,67.8659,66.89,4539.550051,4496.626697
15-Jun-18,Friday,79.24,71.62,68.1757,65.06,4435.511042,4490.16776
16-Jun-18,Saturday,79.24,71.62,68.1757,65.31,4452.554967,4481.893839
17-Jun-18,Sunday,79.24,71.54,68.156,65.57,4468.98892,4474.151245
18-Jun-18,Monday,79.24,71.54,68.099,65.85,4484.31915,4460.34352
19-Jun-18,Tuesday,79.16,71.54,68.0466,65.07,4427.792262,4458.413825
20-Jun-18,Wednesday,79.16,71.54,68.0596,66.22,4506.906712,4472.001761
21-Jun-18,Thursday,79.04,71.44,67.8339,65.54,4445.833806,4466.212983
22-Jun-18,Friday,78.89,71.44,67.866,68.58,4654.25028,4508.695765
23-Jun-18,Saturday,78.8,71.36,67.866,68.75,4665.7875,4568.194575
24-Jun-18,Sunday,78.65,71.29,67.8669,68.91,4676.708079,4610.644916
25-Jun-18,Monday,78.55,71.22,68.1116,68.08,4637.037728,4658.445897
26-Jun-18,Tuesday,78.4,71.12,68.3694,70.53,4822.093782,4700.406772
27-Jun-18,Wednesday,78.4,71.12,68.9279,72.76,5015.194004,4787.758398
28-Jun-18,Thursday,78.4,71.12,68.8214,73.45,5054.93183,4882.314336
29-Jun-18,Friday,78.4,71.12,68.4465,74.15,5075.307975,4991.881898
30-Jun-18,Saturday,78.4,71.12,68.444,74.08,5070.33152,5053.941332
01-Jul-18,Sunday,78.4,71.12,68.445,74.01,5065.61445,5066.546444
02-Jul-18,Monday,78.4,71.12,68.715,73.94,5080.7871,5073.010261
03-Jul-18,Tuesday,78.4,71.12,68.5445,74.14,5081.88923,5074.655575
04-Jul-18,Wednesday,78.4,71.12,68.991,74.13,5114.30283,5085.648403
05-Jul-18,Thursday,78.57,71.24,68.878,72.94,5023.96132,5075.23512
06-Jul-18,Friday,78.72,71.42,68.765,73.8,5074.857,5073.752595
07-Jul-18,Saturday,78.85,71.52,68.7659,72.82,5007.532838,5055.163497
08-Jul-18,Sunday,79.01,71.63,68.7652,73.83,5076.934716,5045.821469
09-Jul-18,Monday,79.25,71.85,68.6697,73.85,5071.257345,5057.645475
10-Jul-18,Tuesday,79.43,72.03,68.645,74.11,5087.28095,5060.751462
11-Jul-18,Wednesday,79.43,72.03,68.7319,70.38,4837.351122,5018.206033
12-Jul-18,Thursday,79.49,72.1,68.4871,70.33,4816.697743,4953.14679
13-Jul-18,Friday,79.67,72.24,68.4949,71.01,4863.822849,4901.288166
14-Jul-18,Saturday,79.87,72.43,68.4955,70.69,4841.946895,4839.954652
15-Jul-18,Sunday,79.87,72.43,68.4967,70.37,4820.112779,4835.645067
16-Jul-18,Monday,79.76,72.28,68.5486,68.06,4665.417716,4797.82506
17-Jul-18,Tuesday,79.76,72.28,68.3624,68.08,4654.112192,4745.397396
18-Jul-18,Wednesday,79.76,72.28,68.625,68.76,4718.655,4714.574422
19-Jul-18,Thursday,79.76,72.19,68.9453,69.46,4788.940538,4706.781362
20-Jul-18,Friday,79.59,72.06,68.745,70.46,4843.7727,4751.370108
21-Jul-18,Saturday,79.43,71.9,68.747,70.27,4830.85169,4795.554982
22-Jul-18,Sunday,79.35,71.79,68.7415,70.08,4817.40432,4820.242312
23-Jul-18,Monday,79.25,71.7,68.9449,67.89,4680.669261,4793.174493
24-Jul-18,Tuesday,79.18,71.59,68.9486,68.52,4724.358072,4763.320836
25-Jul-18,Wednesday,79.18,71.59,68.7316,69.3,4763.09988,4746.382883
26-Jul-18,Thursday,79.18,71.59,68.7474,69.61,4785.506514,4738.408432
27-Jul-18,Friday,79.18,71.52,68.6249,68.69,4713.844381,4746.702212
28-Jul-18,Saturday,79.11,71.41,68.6249,68.84,4724.138116,4746.647223
29-Jul-18,Sunday,79.11,71.41,68.6214,68.99,4734.190386,4739.419849
30-Jul-18,Monday,79.21,71.55,68.6955,70.13,4817.615415,4747.447075
31-Jul-18,Tuesday,79.26,71.62,68.4905,68.76,4709.40678,4746.337674
01-Aug-18,Wednesday,79.26,71.62,68.336,67.66,4623.61376,4721.206585
02-Aug-18,Thursday,79.39,71.74,68.5543,68.96,4727.504528,4719.535121
03-Aug-18,Friday,79.47,71.84,68.515,68.49,4692.59235,4688.279355
04-Aug-18,Saturday,79.68,72.03,68.515,68.66,4704.2399,4686.987635
05-Aug-18,Sunday,79.83,72.16,68.5169,68.83,4716.018227,4710.088751
06-Aug-18,Monday,79.96,72.29,68.8183,69.01,4749.150883,4715.50034
07-Aug-18,Tuesday,80.11,72.35,68.6061,69.17,4745.483937,4728.723237
08-Aug-18,Wednesday,80.06,72.35,68.4645,66.94,4583.01363,4698.416669
09-Aug-18,Thursday,80.05,72.35,68.8639,66.81,4600.797159,4669.611402
10-Aug-18,Friday,80.13,72.43,69.0945,67.63,4672.861035,4650.53894
11-Aug-18,Saturday,80.23,72.57,69.0945,67.49,4663.187805,4629.964907
12-Aug-18,Sunday,80.23,72.64,69.0905,67.35,4653.245175,4647.522794
13-Aug-18,Monday,80.14,72.59,69.955,67.2,4700.976,4672.567504
14-Aug-18,Tuesday,80.14,72.59,69.9602,67.04,4690.131808,4676.885197
15-Aug-18,Wednesday,80.14,72.59,70.2781,65.01,4568.779281,4653.283066
16-Aug-18,Thursday,80.14,72.65,70.0138,65.46,4583.103348,4635.747609
17-Aug-18,Friday,80.19,72.74,69.7951,65.91,4600.195041,4610.55237
18-Aug-18,Saturday,80.2,72.74,69.7951,66.08,4612.060208,4591.03447
19-Aug-18,Sunday,80.4,72.8,69.8295,66.25,4626.204375,4605.390743
20-Aug-18,Monday,80.5,72.93,69.7633,66.43,4634.376019,4618.208911
21-Aug-18,Tuesday,80.59,72.99,69.8126,67.35,4701.87861,4643.629803
22-Aug-18,Wednesday,80.59,72.99,69.7988,67.86,4736.546568,4674.751393
23-Aug-18,Thursday,80.59,72.99,70.2874,67.83,4767.594342,4710.098885
24-Aug-18,Friday,80.69,73.08,69.7753,68.72,4794.958616,4750.244534
25-Aug-18,Saturday,80.7,73.08,69.7753,68.77,4798.447381,4774.386727
26-Aug-18,Sunday,80.8,73.23,69.7745,68.82,4801.88109,4790.720357
27-Aug-18,Monday,80.94,73.38,69.955,68.87,4817.80085,4803.271984
28-Aug-18,Tuesday,81.09,73.54,70.2644,68.53,4815.219332,4808.337163
29-Aug-18,Wednesday,81.22,73.69,70.6076,69.51,4907.934276,4835.708887
30-Aug-18,Thursday,81.35,73.88,71.065,70.25,4992.31625,4883.317677
31-Aug-18,Friday,81.58,74.18,70.8701,69.8,4946.73298,4915.55071
01-Sep-18,Saturday,81.77,74.41,70.8701,69.9,4953.81999,4950.200874
02-Sep-18,Sunday,81.92,74.77,71.0029,69.92,4964.522768,4964.347997
03-Sep-18,Monday,82.24,75.19,71.1524,70.12,4989.206288,4963.570507
04-Sep-18,Tuesday,82.41,75.39,71.5866,69.87,5001.755742,4977.326197
05-Sep-18,Wednesday,82.41,75.39,71.757,68.72,4931.14104,4971.65646
06-Sep-18,Thursday,82.62,75.61,71.9432,67.77,4875.590664,4949.423434
07-Sep-18,Friday,83.13,76.17,72.1035,67.75,4885.012125,4923.374893
08-Sep-18,Saturday,83.54,76.64,72.1033,70.95,5115.729135,4951.868241
09-Sep-18,Sunday,83.66,76.75,72.1041,74.15,5346.519015,5055.712735
10-Sep-18,Monday,83.91,76.98,72.5755,77.37,5615.166435,5240.606678
11-Sep-18,Tuesday,84.05,77.13,72.6584,79.06,5744.373104,5455.446922
